1742427577	0.000	unknown
1742427577	100.000	fully-charged
1742443848	0.000	unknown
1742443848	100.000	fully-charged
1742521776	0.000	unknown
1742521776	100.000	fully-charged
1742669313	0.000	unknown
1742669313	100.000	fully-charged
